adult,id,original_language,overview,popularity,release_date,title,video,vote_average,vote_count,genres
False,1287717,es,"Two working class youtubers ‘in the making’ enter an abandoned mansion to get their basketball back, and get lost inside while pranking each other. They record their ‘quick adventure’ with their phones for their audience, and tweak it with a fake phantom appearance to attract more followers to their YouTube channel. When uploaded the video goes viral, so they start a challenge: if the video reaches a certain number of views, they will enter the house again, at night, alone, totally unprotected. As fans react positively, they will do as promised, not only to discover and unveil the true nature of the place and their inhabitants, but to realize they might not be among the living anymore. Which opens a question - how far would you go to be famous?",150.594,2024-08-06,Do Not Enter,False,7.183,112,['Horror']
False,929590,en,"In the near future, a group of war journalists attempt to survive while reporting the truth as the United States stands on the brink of civil war.",173.931,2024-04-10,Civil War,False,6.874,3192,"['War', 'Action', 'Drama']"
False,1064028,en,"With his wife out sick, a struggling father brings home a lifelike AI, only to have his self-aware new help want everything her new family has to offer... Like the affection of her owner and she'll kill to get it.",169.552,2024-08-15,Subservience,False,6.699,576,"['Science Fiction', 'Thriller']"
False,1165466,en,"A group of young activists set out to make an environmental statement by vandalizing a home superstore as it closes. But their plan goes terribly wrong when they become trapped inside and must face a deranged security guard with a gruesome passion for primitive hunting. As the night fills with violence and terror, the teenagers find themselves in a desperate fight for their lives.",145.737,2024-05-08,Wake Up,False,7.117,94,"['Horror', 'Thriller', 'Action']"
False,1001028,fr,"2012, John Dalli, the European Commissioner for Health, is accused of corruption and influence peddling related to the tobacco industry. French Member of the European Parliament José Bové, maverick politician and prominent figure of the environmental party, suspects a setup by the tobacco manufacturer Swedish Match, potentially involving the President of the European Commission, José Barroso. Standing alone against all odds, he decides to investigate and unravel this story, which shook the foundations of the entire European institutions.",128.176,2024-05-01,Smoke Signals,False,6.8,28,"['Thriller', 'Drama']"
False,1296753,en,"Grace is a young woman whose life has been turned upside down by tragedy. When she returns home to the family farm to rebuild her shattered life, her world begins to unravel as a series of strange events haunt her, pushing Grace to the edge of madness. A mysterious figure lurks in the shadows and a ghostly woman appears in the darkness of night. Is Grace imagining these apparitions, or are they a warning of a nightmare still to come?",141.266,2024-06-30,Remnant,False,4.857,14,"['Science Fiction', 'Horror', 'Thriller']"
False,889737,en,"While struggling with his dual identity, Arthur Fleck not only stumbles upon true love, but also finds the music that's always been inside him.",163.31,2024-10-01,Joker: Folie à Deux,False,5.5,2089,"['Drama', 'Crime', 'Thriller']"
False,1111873,en,"A group of criminals kidnap a teenage ballet dancer, the daughter of a notorious gang leader, in order to obtain a ransom of $50 million, but over time, they discover that she is not just an ordinary girl. After the kidnappers begin to diminish, one by one, they discover, to their increasing horror, that they are locked inside with no normal little girl.",129.36,2024-04-16,Abigail,False,6.8,1347,"['Horror', 'Thriller']"
False,1116490,en,"Criminal mastermind Mason is about to execute the score of a lifetime when his lover and key member of his crew, Decker, takes the team down and reveals she’s an undercover Interpol agent. Heartbroken, Mason escapes and retires from the life of crime until his younger brother Shawn is out of his league taking on a big bank heist all on his own. Mason has no choice left but to come to the rescue, while Interpol brings Decker in hoping to unnerve him. Before the SWAT teams storm the bank, Mason must use every tool in his arsenal to not only escape with the prize, but also the love of his life.",144.705,2024-04-26,Cash Out,False,6.325,169,"['Action', 'Thriller']"
False,1106739,en,"While serving as a juror in a high profile murder trial, family man Justin Kemp finds himself struggling with a serious moral dilemma…one he could use to sway the jury verdict and potentially convict—or free—the accused killer.",152.298,2024-10-30,Juror #2,False,6.785,1327,"['Crime', 'Drama']"
False,1079091,en,"When a woman's first love suddenly reenters her life, her relationship with a charming, but abusive neurosurgeon is upended, and she realizes she must learn to rely on her own strength to make an impossible choice for her future.",161.522,2024-08-07,It Ends with Us,False,7.1,1352,"['Drama', 'Romance']"
False,1181863,en,"""Animal Adventures: Save The Forest"" portrays Softie and her friends as they fight to save their home from a garbage invasion by an automated factory. This 3D animated film highlights adventure, friendship, and environmental protection.",139.454,2024-01-15,Animal Adventures: Save The Forest,False,8.0,11,['Animation']
False,976734,en,"Top level CIA agent Avery Graves is blackmailed by terrorists into betraying her own country to save her kidnapped husband. Cut off from her team, she turns to her underworld contacts to survive and help locate the coveted intelligence that the kidnappers want.",156.669,2024-10-10,Canary Black,False,6.301,354,"['Action', 'Thriller', 'Crime']"
False,1063877,en,"A grieving woman in a secluded forest encounters a killer who injects her with a paralytic drug. As her body shuts down, her fight for survival begins.",129.422,2024-10-24,Don't Move,False,6.38,708,"['Horror', 'Thriller']"
False,814889,en,"As an evil takes over the world beyond their front doorstep, the only protection for a mother and her twin sons is their house and their family’s protective bond.",137.34,2024-09-18,Never Let Go,False,6.264,320,"['Horror', 'Drama']"
False,1331375,en,"Dominique, a well-trained assassin, flees from her troubled past in an attempt to begin a new life in South America. However, she soon finds herself in a town plagued with violence and corruption. Facing brutal attacks from the police and mafia, Dominique must decide whether to protect herself or an innocent family that has taken her in.",154.47,2024-10-11,Dominique,False,7.2,99,"['Action', 'Thriller']"
False,1094274,en,Two high school nobodies make the decision to crash the last major celebration before the new millennium on New Year's Eve 1999. The night becomes even crazier than they could have ever dreamed when the clock strikes midnight.,130.364,2024-12-06,Y2K,False,5.3,109,"['Comedy', 'Horror', 'Science Fiction']"
False,938614,en,"A live broadcast of a late-night talk show in 1977 goes horribly wrong, unleashing evil into the nation's living rooms.",122.008,2024-03-19,Late Night with the Devil,False,7.176,1319,['Horror']
False,1129598,en,A young couple is compelled to leave their Christian missionary station in the Kalahari Desert after being threatened with death by an extremist militant gang. After crashing their aircraft they must battle man and beast for their lives.,142.849,2024-03-15,Prey,False,6.2,298,"['Action', 'Thriller', 'Horror']"
False,1235913,es,"Susana wakes up after 20 years in a coma. Now a 90s teenager in a 21st century woman's body, Susana will have to navigate a world in which nothing is familiar to her and she will have to learn to live in it.",130.655,2024-10-31,Yo no soy esa,False,4.4,8,"['Comedy', 'Romance']"
False,1029281,en,Nothing is what it seems when a twisted one-night stand spirals into a serial killer’s vicious murder spree.,133.2,2024-08-22,Strange Darling,False,6.955,358,"['Crime', 'Horror', 'Thriller']"
False,1208808,es,"A young nurse with a domestic abuse past starts working the night shift at a small hospital, where, during the night, the ghost of a nurse materializes.",133.102,2024-10-31,The Haunting of the Immaculate Nurse,False,4.9,20,['Horror']
False,1340602,es,"A mother enters an old home for her autistic daughter's therapy. Unexpectedly, the daughter start speaking but has encountered dark entities from the past seeking payback. The family faces supernatural forces related to the home's history.",117.129,2024-08-28,The Aunts,False,6.595,21,['Horror']
False,645757,en,It's an unforgettable Christmas for the townsfolk of Wellington-on-Sea when the worst snowstorm in history alters everyone's plans — including Santa's.,115.378,2024-11-27,That Christmas,False,7.134,314,"['Animation', 'Comedy', 'Family', 'Fantasy', 'Adventure']"
False,1114513,en,"When an American family is invited to spend the weekend at the idyllic country estate of a charming British family they befriended on vacation, what begins as a dream holiday soon warps into a snarled psychological nightmare.",132.317,2024-09-11,Speak No Evil,False,7.27,1217,"['Horror', 'Thriller']"
False,917496,en,"After a family tragedy, three generations of the Deetz family return home to Winter River. Still haunted by Betelgeuse, Lydia's life is turned upside down when her teenage daughter, Astrid, accidentally opens the portal to the Afterlife.",133.357,2024-09-04,Beetlejuice Beetlejuice,False,7.1,2233,"['Comedy', 'Fantasy', 'Horror']"
False,1014505,ja,"After twelve years of playing his favorite MMORPG game, Momonga logs in for the last time only to find himself transported into its world playing it indefinitely. Throughout his adventures, his avatar ascends to the title of Sorcerer King Ains Ooal Gown. Once prosperous but now on the brink of ruin, The Sacred Kingdom enjoyed years of peace after construction of an enormous wall protecting them from neighboring invasions. But, one day this comes to an end when the Demon Emperor Jaldabaoth arrives with an army of villainous demi-humans. Fearing invasion of their own lands, the neighboring territory of the Slane Theocracy is forced to beg their enemies at the Sorcerer Kingdom for help. Heeding the call, Momonga, now known as the Sorcerer King Ains Ooal Gown, rallies the Sorcerer Kingdom and its undead army to join the fight alongside the Sacred Kingdom and the Slane Theocracy in hopes to defeat the Demon Emperor.",152.811,2024-09-20,OVERLORD: The Sacred Kingdom,False,7.7,34,"['Action', 'Adventure', 'Animation', 'Fantasy']"
